OA,Households_occupied_by_a_lone_parent_and_children,Persons_who_report_poor_health_Limiting_long-term_illness,Employed_persons_aged_ between_16_and_74_who_work_in_the_mining/quarrying/construction_industries,Person_aged_90_and_over,Persons_living_in_a_communal_establishment,Households_who_have_one_fewer_or_less_rooms_than_required,Persons_whose_main_language_is_not_English_and_they_cannot_speak_English_well_or_at all
E00058786,10.66666667,20.56,15.94,3.27,15.89,16.00,0.00
E00058787,9.923664122,17.05,9.68,1.52,0.00,9.16,0.00
E00058788,0.606060606,47.18,13.89,10.08,12.10,5.45,0.81
E00058789,9.836065574,11.11,10.69,0.37,0.00,9.02,0.00
E00058790,6.474820144,22.96,8.00,0.37,1.85,9.35,0.00
E00058791,8.955223881,12.94,6.03,1.05,0.00,7.46,0.70
E00058792,13.49206349,13.89,7.69,0.00,0.00,7.14,0.00
E00058793,10.6870229,16.43,11.71,0.00,1.75,8.40,0.00
E00058794,3.546099291,19.35,6.72,4.66,9.68,2.84,0.72
E00058795,10.14492754,13.62,13.04,1.43,0.00,7.97,0.36
E00058796,7.96460177,12.50,9.47,0.40,0.00,9.73,0.00
E00058797,12,14.57,5.05,1.21,0.00,7.20,0.40
E00058798,6.25,12.86,7.56,0.83,0.00,2.08,0.00
E00058799,20,10.31,4.92,0.00,0.00,11.30,0.69
E00058800,7.317073171,2.28,3.19,0.38,0.00,30.49,1.52
E00058801,2.105263158,2.52,0.87,0.36,0.00,28.42,3.24
E00058802,10.66666667,1.22,2.82,0.00,0.00,16.00,4.88
E00058803,3.370786517,19.35,5.56,0.00,0.00,7.87,3.76
E00058805,7.352941176,5.71,4.72,0.00,0.00,18.38,14.29
E00058806,19.76744186,4.45,3.36,0.00,0.00,23.26,9.95
E00058807,8.474576271,13.00,4.59,0.93,0.00,22.60,10.53
E00058808,18.04123711,5.22,6.13,0.00,0.00,15.46,12.47
E00058809,10.98265896,6.27,5.49,0.00,0.00,19.65,10.44
E00058810,7.246376812,3.54,2.53,0.00,0.00,23.91,4.25
E00058811,3.773584906,4.11,2.56,0.00,0.00,34.91,2.40
E00058812,8.379888268,10.78,1.25,0.00,2.45,29.61,2.21
E00058813,9.090909091,8.56,3.26,0.00,0.00,21.59,9.01
E00058814,3.797468354,1.75,0.00,0.00,7.46,40.51,7.02
E00058815,4.705882353,2.75,2.63,0.00,0.00,22.35,3.67
E00058816,13.29113924,9.03,0.90,0.32,0.00,20.89,6.45
E00058817,1.785714286,2.51,2.84,0.00,4.18,34.82,3.34
E00058818,5.109489051,2.31,1.60,0.00,0.00,33.58,1.98
E00058821,2.962962963,2.30,2.72,0.26,0.00,24.44,1.02
E00058823,8.450704225,4.98,2.78,0.00,0.00,19.72,0.90
E00058826,3.125,0.73,1.94,0.36,0.00,7.81,0.36
E00058827,2.127659574,1.91,4.17,0.00,0.00,4.26,0.64
E00058828,5.063291139,1.54,1.72,0.00,0.00,13.92,0.39
E00058829,11.11111111,11.35,0.00,0.00,0.00,17.78,1.42
E00058830,33.96226415,7.14,2.38,0.00,0.00,11.32,5.84
E00058831,2.380952381,2.13,3.39,0.00,0.00,11.90,0.00
E00058832,14.28571429,6.44,1.67,0.68,0.00,29.32,2.03
E00058833,14.49275362,2.79,1.37,0.00,0.00,21.74,0.56
E00058834,9.302325581,2.49,2.47,0.00,1.00,15.12,1.99
E00058836,12.32876712,16.67,0.00,0.62,0.00,15.07,3.70
E00058837,3.472222222,12.31,8.00,1.12,0.00,29.17,4.10
E00058838,5.687203791,9.50,3.53,0.30,0.00,42.65,4.15
E00058839,11.39240506,15.97,5.88,2.78,0.00,11.39,6.94
E00058840,13.67521368,10.53,2.56,0.00,0.00,17.95,3.24
E00058842,1.52284264,2.82,0.67,0.00,0.00,54.82,0.85
E00058843,20.68965517,9.30,5.62,0.00,0.00,11.49,3.72
E00058844,29.21348315,6.02,5.33,0.40,0.00,14.61,4.82
E00058847,13.97849462,9.92,0.96,0.41,0.00,18.28,4.13
E00058849,12.75167785,6.43,2.94,0.00,0.00,18.12,7.50
E00058850,23.23232323,8.73,5.68,0.00,0.00,19.19,4.76
E00058851,23.25581395,12.85,3.17,0.00,0.00,22.09,4.47
E00058852,15.85365854,8.23,5.26,0.00,0.00,19.51,3.90
E00058853,26,7.00,1.33,0.00,0.00,17.00,4.67
E00058854,15.34090909,7.87,4.03,0.28,0.00,23.30,12.64
E00058855,7.857142857,4.24,2.44,0.00,43.35,33.57,1.93
E00058856,2.702702703,2.64,0.88,0.00,46.92,42.34,2.20
E00058858,10.48387097,14.78,4.31,0.00,0.00,14.52,1.03
E00058859,1.315789474,4.48,0.00,0.00,0.00,46.05,1.49
E00058861,9.345794393,18.67,4.05,0.00,0.00,8.41,7.23
E00058862,4.04040404,5.11,4.21,0.00,0.00,21.21,4.74
E00058864,8.695652174,7.81,4.10,0.00,0.00,23.19,7.21
E00058865,0,24.75,3.23,1.02,0.00,11.70,4.75
E00058866,2.941176471,1.18,2.34,0.00,86.05,35.29,0.69
E00058867,6.12244898,23.24,1.82,1.41,0.00,12.24,7.75
E00058869,3.80952381,4.32,2.56,0.00,0.00,17.14,10.27
E00058870,0,2.20,0.00,0.00,0.63,51.15,1.89
E00058871,2.06185567,21.48,4.55,0.00,0.00,11.34,5.93
E00058872,0.99009901,2.82,1.32,0.28,47.18,40.59,1.69
E00058873,0.980392157,5.52,2.74,0.00,0.00,19.61,9.20
E00058874,9.62962963,5.83,0.90,0.00,0.00,18.52,5.00
E00058875,2,21.64,7.69,0.75,0.00,13.00,3.73
E00058876,3.305785124,5.50,3.33,0.50,0.00,17.36,5.00
E00058877,10.17964072,5.92,0.75,0.00,1.56,20.96,8.72
E00058878,14.51612903,11.84,1.77,0.41,0.00,26.61,3.27
E00058879,14.28571429,5.28,5.94,0.00,0.00,20.17,5.28
E00058880,2.702702703,7.43,0.85,0.00,0.00,19.46,14.86
E00058881,3.333333333,2.04,4.71,0.00,51.11,32.67,1.02
E00058884,0,2.36,0.00,0.00,0.00,24.44,0.79
E00058885,1.282051282,1.35,2.13,0.00,0.00,37.18,0.45
E00058887,3.174603175,9.04,4.78,0.55,0.00,3.17,0.55
E00058889,34.93975904,11.16,2.63,0.00,0.00,12.05,4.72
E00058890,33.33333333,9.65,5.48,0.44,0.00,20.83,1.32
E00058891,1.904761905,6.28,3.97,0.48,0.00,4.76,0.00
E00058892,0,2.29,2.60,0.00,3.82,23.94,0.00
E00058893,3.174603175,4.06,3.55,0.00,0.00,7.94,0.00
E00058894,0.694444444,2.08,2.51,0.30,0.00,17.36,0.30
E00058895,2.631578947,2.86,1.96,0.48,0.00,2.63,1.43
E00058896,5.882352941,2.95,1.24,1.31,0.00,10.78,1.97
E00058897,3.96039604,3.44,3.87,0.94,0.00,9.90,0.31
E00058898,1.834862385,1.84,1.76,0.92,0.00,5.50,2.15
E00058899,1.785714286,0.25,1.75,0.00,83.14,46.43,0.67
E00058900,14.15929204,8.41,10.95,0.65,0.00,6.19,1.62
E00058902,3.153153153,4.39,3.40,0.55,0.00,2.25,1.28
E00058903,8.235294118,15.15,8.53,0.34,0.00,10.00,0.67
E00058904,3.311258278,5.46,11.11,0.00,0.00,2.65,0.00
E00058905,0.892857143,1.92,0.00,0.96,0.00,18.75,1.44
E00058906,1,6.59,4.03,0.78,0.00,0.00,2.71
E00058907,4.761904762,4.95,5.08,1.10,0.00,4.08,0.00
E00058909,9.333333333,5.75,2.91,0.00,0.00,6.67,1.72
E00058910,3.03030303,3.91,1.40,1.07,0.00,8.33,0.36
E00058911,2.487562189,11.48,4.79,3.92,0.00,12.44,0.84
E00058912,2.824858757,15.41,7.75,2.30,0.00,11.30,0.66
E00058913,7.575757576,1.46,1.10,0.00,0.00,1.52,2.19
E00058914,4.375,4.35,2.44,0.00,0.00,25.00,1.67
E00058915,3.409090909,4.95,2.83,1.10,0.00,1.14,0.00
E00058917,6.040268456,4.00,1.99,0.00,0.00,6.71,0.67
E00058918,26.43678161,16.59,1.47,0.44,0.00,21.84,0.44
E00058919,2.631578947,3.42,3.33,0.53,0.00,9.21,1.05
E00058920,8.974358974,20.93,2.78,5.43,0.00,7.69,3.88
E00058921,0,3.10,2.73,0.00,0.00,7.14,0.00
E00058922,13.63636364,22.75,4.17,2.12,0.00,5.68,0.00
E00058923,3.787878788,5.16,5.45,0.00,6.75,10.61,0.40
E00058924,3.418803419,9.76,1.40,2.85,6.10,1.71,0.00
E00058925,0.847457627,6.87,5.39,0.43,0.00,2.54,0.86
E00058926,6.711409396,2.32,2.10,0.00,0.00,16.11,0.52
E00058927,3.896103896,2.00,1.65,0.50,0.00,2.60,0.00
E00058928,5.357142857,3.76,5.85,0.75,0.00,11.61,1.88
E00058929,3.539823009,0.85,2.82,0.00,2.99,10.62,0.43
E00058930,2.97029703,4.63,3.85,0.93,0.00,19.80,0.46
E00058931,0,2.28,2.48,0.33,0.33,4.82,1.30
E00058932,18.8976378,11.22,9.70,0.66,0.00,3.94,1.65
E00058933,11.38211382,14.59,4.46,1.07,3.91,14.63,1.78
E00058934,1.851851852,5.64,6.47,1.50,0.00,2.78,2.26
E00058935,9.489051095,19.91,8.11,0.46,0.00,16.79,0.00
E00058936,19.3877551,9.58,5.41,0.00,0.00,6.12,0.83
E00058937,13.00813008,24.26,5.26,6.23,15.08,8.13,0.66
E00058938,22.91666667,8.98,8.45,0.41,0.00,9.38,2.45
E00058939,9.243697479,10.53,1.37,0.53,0.00,5.88,2.63
E00058940,1.162790698,12.72,7.79,1.73,0.00,6.98,2.31
E00058941,8.333333333,7.79,7.77,0.00,0.00,9.38,4.76
E00058942,2.678571429,5.14,5.73,0.34,0.00,0.89,1.03
E00058943,2.197802198,4.57,1.72,0.00,0.00,3.30,3.55
E00058944,3.25203252,6.14,4.35,1.81,0.00,4.88,2.17
E00058945,3.25203252,4.17,8.72,1.19,0.00,3.25,2.68
E00058947,1.298701299,8.62,12.00,0.29,0.00,3.25,0.86
E00058948,3.96039604,5.46,8.00,1.68,0.00,0.99,0.00
E00058949,14.52991453,11.00,7.63,1.72,0.00,8.55,4.12
E00058950,7.03125,8.72,3.07,1.63,5.18,3.91,1.36
E00058951,1.503759398,4.49,5.63,0.37,0.00,7.52,1.87
E00058952,4.968944099,22.31,7.29,2.31,0.00,11.18,1.92
E00058953,11.76470588,15.68,7.92,0.42,0.00,8.40,1.27
E00058954,13.70967742,9.96,8.57,0.37,0.00,8.87,1.11
E00058955,7.751937984,7.47,12.00,0.00,0.00,3.88,0.36
E00058956,2.857142857,7.27,9.78,0.61,0.00,0.00,0.00
E00058957,3.378378378,5.23,4.28,0.28,0.00,3.38,1.38
E00058958,4.201680672,11.62,5.95,2.53,0.00,2.52,0.51
E00058959,7.37704918,1.02,4.05,0.00,0.00,0.82,0.34
E00058960,3.260869565,5.70,4.92,0.44,0.00,7.61,0.88
E00058961,0.67114094,5.80,5.44,1.16,0.00,0.67,0.00
E00058962,1.449275362,3.50,8.43,0.87,0.00,1.45,0.58
E00058963,7.086614173,4.42,11.73,0.00,0.00,0.79,0.29
E00058964,1.923076923,7.50,9.80,0.28,0.00,0.00,0.00
E00058965,8.474576271,3.29,9.62,0.00,0.00,3.39,1.54
E00058966,10.63829787,8.70,10.37,1.24,0.00,2.13,0.31
E00058967,3.424657534,4.44,5.17,1.11,0.00,0.00,0.00
E00058968,0.64516129,5.18,7.33,0.27,0.00,0.00,0.27
E00058969,3.703703704,4.24,8.25,0.00,0.00,0.93,0.00
E00058970,5.93220339,7.69,17.24,1.47,0.00,5.08,0.00
E00058971,3.797468354,6.67,6.47,2.12,0.00,3.80,1.21
E00058972,0.806451613,5.02,11.51,0.00,0.00,0.00,0.00
E00058973,4.444444444,4.79,6.29,0.00,0.00,3.70,0.34
E00058974,2.919708029,10.08,4.50,3.49,0.00,0.00,0.39
E00058975,3.623188406,18.55,7.89,1.82,0.00,4.35,0.00
E00058976,2.158273381,16.14,7.44,8.23,10.44,7.19,0.32
E00058977,4,7.67,5.00,1.05,0.00,3.20,0.00
E00058978,5,6.77,11.72,1.29,0.00,4.17,0.00
E00058979,6.611570248,8.02,7.96,0.38,0.00,8.26,0.00
E00058980,3.25203252,9.96,7.62,1.59,0.00,0.81,0.40
E00058981,0,2.48,5.73,0.00,0.00,0.00,0.00
E00058982,3.787878788,3.09,3.83,1.03,0.00,3.79,0.34
E00058983,5.64516129,4.85,7.32,0.37,0.00,3.23,0.00
E00058984,6.106870229,2.58,9.41,0.65,0.00,1.53,0.32
E00058985,4.109589041,7.19,7.55,0.00,0.00,6.85,0.00
E00058986,0.746268657,2.62,7.01,0.00,0.00,0.00,0.00
E00058987,7.258064516,11.00,7.30,0.65,0.00,7.26,0.00
E00058988,7.936507937,5.86,6.77,0.78,0.00,1.59,0.00
E00058989,3.289473684,4.46,6.00,0.52,0.00,1.97,0.00
E00058990,0,2.94,4.55,1.10,0.00,1.74,0.37
E00058991,4.06504065,11.54,6.82,0.77,0.00,0.00,0.00
E00058992,3.47826087,4.58,7.14,0.38,0.00,0.87,0.38
E00058993,2.654867257,5.19,5.51,0.43,0.00,0.00,0.00
E00058994,1.503759398,1.85,5.26,0.00,0.00,0.75,0.00
E00058995,0,5.16,8.28,0.29,0.00,0.72,0.00
E00058996,2.325581395,3.06,6.58,0.00,0.00,0.78,0.00
E00058997,5.982905983,3.05,9.77,0.00,0.00,2.56,0.00
E00058998,3.053435115,1.50,5.71,0.60,0.00,0.00,0.00
E00058999,2.608695652,4.68,5.83,2.55,0.00,3.48,0.85
E00059000,2.564102564,8.10,5.45,1.21,0.00,1.71,0.81
E00059001,5,3.17,12.50,1.41,0.00,1.67,0.00
E00059002,3.053435115,4.33,3.79,0.93,0.00,0.00,0.31
E00059003,5.263157895,10.96,9.52,2.74,0.00,1.75,0.00
E00059004,2.608695652,6.56,5.93,0.00,0.00,2.61,0.00
E00059005,1.503759398,3.40,10.91,0.00,0.00,0.00,0.28
E00059006,1.801801802,4.24,4.23,1.06,0.00,1.80,0.00
E00059007,5.357142857,5.98,6.03,1.59,0.00,2.68,0.40
E00059008,3.053435115,5.14,7.52,1.61,0.00,0.00,0.00
E00059010,6.25,4.00,6.78,0.44,0.00,2.08,0.00
E00059011,8.391608392,6.96,6.98,0.58,0.00,4.20,0.29
E00059012,1.724137931,4.32,6.35,0.36,0.00,0.86,0.00
E00059013,4.827586207,7.23,4.97,0.58,0.00,0.69,0.00
E00059014,3.921568627,8.64,4.29,0.62,0.00,4.58,0.00
E00059015,5.063291139,3.54,4.78,0.44,0.00,1.27,0.00
E00059016,1.709401709,2.03,5.43,0.00,0.00,0.85,0.00
E00059017,2.150537634,26.98,3.23,8.37,20.93,10.75,0.00
E00059018,7.741935484,8.50,5.19,3.06,0.00,9.68,0.68
E00059019,7.874015748,6.41,9.30,0.00,0.00,3.15,0.00
E00059020,3.333333333,1.99,9.47,0.00,0.00,0.83,0.00
E00059021,1.941747573,7.81,9.86,0.00,1.49,0.97,0.00
E00059022,2.5,5.78,4.83,0.34,0.00,0.00,0.00
E00059023,7.936507937,3.05,6.92,0.34,0.00,3.97,0.68
E00059024,1.587301587,3.57,9.59,0.32,0.00,0.79,0.00
E00059025,2.23880597,2.54,9.14,0.00,39.06,3.73,0.00
E00059026,2.830188679,4.84,3.73,0.00,0.00,1.89,0.00
E00059027,5.084745763,1.53,5.88,0.00,0.00,6.78,1.02
E00059028,6.140350877,8.55,3.25,0.74,0.74,0.00,0.37
E00059029,0.819672131,8.02,5.36,2.11,0.00,4.92,0.00
E00059030,5.833333333,5.34,6.52,0.71,0.00,0.83,0.00
E00059031,2.803738318,5.43,3.36,0.72,0.00,0.93,0.00
E00059032,7.751937984,7.57,5.52,0.32,0.00,0.00,0.00
E00059033,1.851851852,4.29,7.14,1.29,0.00,1.85,0.00
E00059034,1.680672269,7.60,5.94,2.80,0.00,0.84,0.00
E00059035,3.007518797,20.86,8.42,2.14,0.00,12.03,1.07
E00059036,2.5,12.46,5.97,2.14,5.34,3.75,0.71
E00059037,0,5.24,7.14,0.00,0.00,0.88,0.37
E00059038,0.925925926,3.17,3.01,1.06,0.00,0.00,0.00
E00059039,0.934579439,2.45,4.85,0.82,0.00,0.93,0.00
E00059040,10,12.27,6.82,0.31,0.00,6.00,2.15
E00059041,9.090909091,12.61,4.27,2.10,0.00,2.27,0.00
E00059042,12.93103448,6.01,6.29,0.71,0.00,6.03,1.06
E00059043,1.801801802,17.49,6.00,3.83,1.64,4.50,0.00
E00059044,11.36363636,6.89,9.43,0.33,0.00,6.82,0.00
E00059045,2.307692308,4.55,2.29,1.40,0.00,2.31,0.00
E00059047,3.921568627,19.89,5.26,4.55,2.84,2.94,0.00
E00059048,11.76470588,9.15,14.75,0.35,0.00,5.88,0.00
E00059049,9.756097561,7.53,8.26,0.34,0.00,4.88,0.00
E00059050,19.56521739,10.06,5.04,0.30,0.00,7.97,0.30
E00059051,12.66968326,23.36,13.08,2.10,0.00,9.95,0.23
E00059052,8.547008547,7.84,16.41,0.75,0.00,6.84,0.00
E00059053,8.196721311,7.75,12.80,0.78,0.00,4.10,0.78
E00059054,7.518796992,3.35,5.08,0.28,1.40,0.00,0.56
E00059055,9.016393443,9.27,12.58,0.33,0.00,0.82,0.66
E00059056,5.084745763,12.64,11.71,1.15,0.00,5.93,0.38
E00059057,5.185185185,6.93,8.00,0.90,0.00,3.70,0.30
E00059058,6.611570248,12.21,10.34,1.15,0.00,4.96,0.38
E00059059,3.448275862,6.78,6.43,1.02,0.00,3.45,2.37
E00059060,1.739130435,7.24,8.54,0.99,0.00,1.74,0.66
E00059061,8.396946565,25.62,13.04,2.96,0.00,8.40,0.00
E00059062,5.309734513,8.82,10.17,0.84,0.00,4.42,0.00
E00059063,21.25984252,7.32,12.34,0.30,0.00,8.66,0.00
E00059064,6.451612903,7.72,8.63,0.30,0.00,2.42,0.89
E00059065,12.14285714,7.27,11.39,1.82,0.00,7.86,0.30
E00059066,17.05426357,11.38,12.73,0.00,0.00,5.43,0.41
E00059067,9.345794393,11.21,11.65,0.43,0.00,7.48,0.00
E00059068,7.299270073,7.43,6.28,0.31,3.72,4.38,0.00
E00059069,8.035714286,8.56,13.85,0.00,0.00,4.46,0.00
E00059070,4.504504505,10.73,6.85,0.00,0.00,4.50,0.00
E00059071,8.181818182,9.34,8.86,0.00,2.42,3.64,0.00
E00059072,11.36363636,7.69,11.69,0.00,0.00,7.58,0.64
E00059073,14.9122807,13.70,6.54,0.68,0.00,14.04,0.34
E00059074,13.44537815,10.44,10.68,0.40,0.00,7.56,0.00
E00059075,6.837606838,11.76,9.32,0.78,0.00,5.13,0.39
E00059076,11.02362205,8.97,8.73,0.66,0.00,3.94,0.00
E00059077,0,25.76,4.17,4.04,0.00,5.00,0.00
E00059078,6.796116505,13.88,11.88,1.44,0.00,10.68,0.48
E00059079,20,20.00,3.57,1.60,0.00,9.09,0.00
E00059080,13.2231405,8.33,11.11,0.32,0.00,4.13,0.00
E00059081,24.16666667,6.48,7.86,0.62,0.00,11.67,0.31
E00059082,10.81081081,4.90,10.84,0.00,0.00,5.41,0.22
E00059083,17.07317073,8.47,9.77,0.00,0.00,10.57,0.00
E00059084,14.51612903,7.82,7.81,0.34,0.00,10.48,0.00
E00059085,5.833333333,15.20,14.29,1.60,0.00,3.33,0.00
E00059086,20.6185567,10.16,10.00,0.00,0.00,7.22,0.41
E00059087,17.21311475,5.17,7.95,0.00,0.00,4.10,0.00
E00059088,13.53383459,12.23,12.88,0.94,0.00,7.52,0.63
E00059089,15.25423729,9.60,9.02,0.31,0.00,11.86,0.93
E00059090,15.97633136,7.00,8.99,0.25,0.00,14.20,0.00
E00059091,3.311258278,22.29,10.53,3.50,10.51,5.96,0.64
E00059092,13.0952381,15.28,11.39,0.56,0.00,10.71,0.00
E00059093,11.01694915,15.38,4.08,0.43,0.00,11.02,0.00
E00059094,2.307692308,10.98,8.57,0.61,0.00,3.08,2.44
E00059095,2.459016393,9.36,6.54,2.25,0.00,0.82,1.12
E00059096,20.47244094,7.74,10.00,0.32,0.00,3.94,0.65
E00059097,4.098360656,6.80,14.93,1.36,0.00,0.82,0.00
E00059098,8,10.24,11.48,1.57,0.00,4.00,0.00
E00059099,6.779661017,24.89,11.11,1.33,0.00,3.39,0.00
E00059100,5.208333333,4.37,10.69,0.00,0.00,1.04,0.00
E00059101,2.521008403,6.42,9.93,0.75,0.00,0.84,0.00
E00059102,6.25,3.14,8.20,0.57,0.00,1.39,0.00
E00059103,3.875968992,3.41,11.26,0.31,0.00,1.55,0.62
E00059104,3.418803419,6.14,11.94,1.02,0.00,2.56,0.00
E00059105,1.62601626,11.36,14.71,1.14,2.65,0.00,0.76
E00059106,3.472222222,5.03,10.05,0.00,0.00,2.78,0.00
E00059107,4.72972973,6.02,7.47,0.30,0.00,0.00,0.00
E00059108,0.704225352,6.96,9.70,0.95,0.00,2.82,0.32
E00059109,21.83098592,11.08,6.30,0.29,0.00,8.45,0.87
E00059110,8.148148148,7.17,6.77,0.00,0.00,24.44,3.58
E00059111,3.448275862,9.12,10.56,0.63,0.00,0.00,0.00
E00059112,15.27777778,10.68,11.45,0.65,0.00,9.03,0.97
E00059113,8.148148148,10.14,6.45,1.45,0.00,8.15,2.17
E00059114,5.494505495,5.86,8.96,0.00,0.00,2.20,1.26
E00059115,0.862068966,6.95,12.94,0.33,0.00,1.72,0.33
E00059116,7,20.78,8.93,6.49,14.29,2.00,0.00
E00059117,16.92307692,9.43,4.46,0.00,0.00,13.85,0.00
E00059118,12.78195489,9.72,9.23,0.00,0.00,8.27,0.00
E00059119,15.07936508,9.57,8.65,0.35,0.00,11.90,1.42
E00059120,5.223880597,7.31,11.66,1.33,0.00,4.48,0.00
E00059121,1.526717557,7.46,12.67,0.34,0.00,0.76,0.00
E00059122,13.76811594,12.37,10.16,0.00,0.00,9.42,0.33
E00059123,8.088235294,4.36,7.41,0.00,0.00,4.41,1.56
E00059124,5.405405405,6.00,10.53,0.23,0.00,5.41,0.46
E00059125,5.660377358,9.69,7.54,0.82,1.24,4.72,1.24
E00059126,3.603603604,5.99,14.71,0.00,0.00,0.90,2.11
E00059127,2.836879433,22.16,6.67,0.52,0.00,7.09,1.03
E00059128,11.19402985,9.96,6.87,0.74,0.00,6.72,0.37
E00059129,20,6.65,8.38,0.00,0.00,5.81,0.49
E00059130,6.923076923,4.27,11.83,0.61,0.00,2.31,0.61
E00059131,15.7480315,7.47,6.56,0.00,0.00,5.51,0.00
E00059132,2.02020202,4.61,11.21,0.46,0.00,0.00,0.00
E00059133,5.154639175,4.83,11.40,0.48,0.00,1.03,0.00
E00059134,5.970149254,19.49,11.63,3.83,13.74,7.46,0.96
E00059135,24.76190476,5.00,2.86,0.00,0.00,15.24,0.36
E00059136,6.060606061,8.57,13.56,0.95,0.00,2.02,0.00
E00059137,28.07017544,9.75,9.38,0.72,0.00,6.14,0.00
E00059138,4.301075269,11.05,6.82,0.00,0.00,11.83,0.00
E00059139,13.63636364,10.37,12.71,0.33,0.00,10.91,0.00
E00059140,12.14953271,8.66,9.02,0.00,0.00,5.61,0.00
E00059141,3.636363636,15.57,12.68,3.11,7.27,5.45,0.69
E00059142,6.25,13.03,13.83,0.38,0.00,3.57,0.00
E00059143,9.166666667,6.67,12.68,0.37,0.00,2.50,0.00
E00059144,7.751937984,6.60,8.43,1.74,0.00,0.78,0.00
E00059146,5.309734513,7.46,6.77,0.00,0.00,3.54,0.37
E00059147,4.545454545,17.13,9.86,1.39,0.00,4.55,0.00
E00059148,6.086956522,5.37,11.20,0.41,0.00,0.87,0.00
E00059149,11.51079137,11.62,11.11,0.00,0.00,7.19,0.31
E00059150,10.83333333,4.98,7.97,0.00,0.00,8.33,0.71
E00059151,3.546099291,10.28,10.98,1.42,0.00,11.35,0.00
E00059152,3.597122302,5.86,7.22,0.33,0.00,2.16,0.00
E00059153,5.042016807,7.69,10.98,0.35,0.00,3.36,0.00
E00059154,5.050505051,5.20,10.24,0.00,2.80,1.01,0.40
E00059155,13.1147541,12.33,4.65,0.00,0.00,6.56,0.00
E00059156,20.74074074,5.42,7.41,0.00,0.00,9.63,0.00
E00059157,4.838709677,11.63,12.50,0.00,0.00,3.23,0.00
E00059158,11.11111111,4.44,5.88,0.00,0.00,7.69,0.44
E00059159,9.375,11.86,12.79,2.12,0.00,10.94,0.85
E00059160,7.01754386,4.38,7.30,0.00,0.00,0.88,0.00
E00059161,16.48351648,3.72,3.82,0.00,0.00,16.48,1.86
E00059163,2.127659574,7.73,10.00,0.00,0.00,4.26,0.00
E00059164,10.58823529,3.41,12.04,1.46,0.00,5.88,0.00
E00059165,4.761904762,9.31,9.22,1.38,0.00,5.56,0.00
E00059166,8.928571429,8.18,17.91,0.74,0.00,4.46,0.37
E00059167,5.084745763,10.05,6.09,2.39,0.00,7.63,0.00
E00059168,6.617647059,14.86,18.26,1.81,0.00,1.47,0.36
E00059169,6.542056075,6.83,12.61,0.00,0.00,2.80,0.40
E00059170,6.024096386,5.97,16.19,1.00,0.00,1.20,0.00
E00059171,14.7826087,9.77,6.14,0.65,0.00,6.09,0.00
E00059172,7.01754386,15.74,7.14,0.51,0.00,8.77,0.51
E00059173,6.194690265,9.50,11.24,0.00,0.00,5.31,1.12
E00059174,5.691056911,11.19,11.28,1.02,0.00,5.69,0.68
E00059175,17.9245283,7.94,8.49,0.40,0.00,6.60,0.40
E00059176,23.07692308,8.45,6.52,0.27,0.00,8.39,1.09
E00059177,8.943089431,4.26,7.62,0.00,0.00,2.44,0.00
E00059178,15.625,11.00,11.38,0.00,0.00,9.38,1.00
E00059179,13.43283582,6.61,8.39,0.00,0.00,11.94,1.10
E00059180,9.489051095,4.70,10.66,0.00,0.00,2.19,0.00
E00059181,10.07751938,2.82,5.80,0.40,0.00,19.38,1.21
E00059182,8.943089431,3.54,5.13,0.00,0.00,8.13,0.79
E00059183,17.26618705,12.41,8.65,0.69,0.00,8.63,0.00
E00059184,12.09677419,20.85,7.92,0.77,0.00,4.84,0.39
E00059185,6.106870229,7.72,7.05,0.00,0.00,4.58,0.67
E00059186,11.81102362,12.94,7.69,1.05,0.00,7.87,0.35
E00059187,6.930693069,31.13,10.09,9.93,28.15,11.88,0.99
E00059188,11.62790698,20.22,6.38,5.51,11.40,18.60,3.31
E00165673,5.333333333,8.38,5.19,1.20,0.00,1.33,0.00
E00165674,6.870229008,11.85,6.96,1.48,0.00,5.34,1.48
E00165675,23.68421053,10.05,10.23,0.50,0.00,3.95,0.50
E00165676,2.857142857,7.28,13.70,0.63,4.43,0.71,0.00
E00165677,8.938547486,12.26,16.49,0.24,0.00,3.35,0.47
E00165678,19.35483871,14.12,5.00,0.59,0.00,14.52,1.76
E00165679,10.52631579,11.07,8.33,0.33,0.00,5.92,0.33
E00165680,3.333333333,4.65,9.95,0.87,0.00,1.33,0.58
E00165681,16.55172414,9.21,6.67,0.99,0.00,4.14,0.33
E00165682,4.210526316,10.36,10.00,0.00,0.00,4.21,1.35
E00165683,9.022556391,8.62,6.85,0.00,0.00,7.52,0.69
E00165684,3.973509934,5.68,6.31,0.00,0.00,3.97,0.85
E00165685,15.47619048,12.79,8.82,0.91,8.22,5.95,0.00
E00165686,9.259259259,9.88,6.25,0.00,0.00,8.33,1.19
E00165687,7.514450867,3.83,4.33,0.29,0.00,5.20,1.18
E00165688,5.172413793,0.64,11.70,0.00,0.00,0.00,0.00
E00165689,10.76923077,8.72,8.33,0.00,0.00,9.23,0.67
E00165690,10.12658228,21.22,9.70,1.93,0.00,6.96,0.96
E00165691,8.163265306,2.54,4.95,0.00,0.00,2.04,0.59
E00165692,23.21428571,13.60,5.62,1.10,0.00,8.04,1.84
E00165693,8.02919708,8.52,11.33,0.00,0.00,3.65,0.32
E00165694,5.223880597,16.53,9.17,0.85,0.00,5.97,1.69
